user_id,plan_id,subscription_date,status,monthly_revenue_usd
17,2,2024-03-15,Active,20
17,2,2024-04-15,Active,20
18,2,2023-05-17,Cancelled,20
19,2,2023-05-16,Active,20
19,2,2023-06-16,Active,20
19,2,2023-07-16,Cancelled,20
20,2,2023-07-04,Active,20
20,2,2023-08-04,Active,20
20,2,2023-09-04,Active,20
20,2,2023-10-04,Active,20
20,2,2023-11-04,Active,20
20,2,2023-12-04,Active,20
20,2,2024-01-04,Active,20
21,2,2023-10-09,Active,20
21,2,2023-11-09,Active,20
21,2,2023-12-09,Active,20
21,2,2024-01-09,Active,20
21,2,2024-02-09,Active,20
21,2,2024-03-09,Active,20
21,2,2024-04-09,Active,20
21,2,2024-05-09,Active,20
22,4,2023-10-20,Active,100
22,4,2023-11-20,Active,100
22,4,2023-12-20,Active,100
22,4,2024-01-20,Active,100
22,4,2024-02-20,Active,100
22,4,2024-03-20,Active,100
22,4,2024-04-20,Active,100
22,4,2024-05-20,Active,100
22,4,2024-06-20,Active,100
22,4,2024-07-20,Active,100
22,4,2024-08-20,Active,100
22,4,2024-09-20,Active,100
22,4,2024-10-20,Active,100
22,4,2024-11-20,Active,100
22,4,2024-12-20,Active,100
22,4,2025-01-20,Active,100
22,4,2025-02-20,Active,100
23,1,2024-05-19,Active,0
23,1,2024-06-19,Active,0
23,1,2024-07-19,Active,0
23,1,2024-08-19,Active,0
23,1,2024-09-19,Active,0
23,1,2024-10-19,Active,0
23,1,2024-11-19,Active,0
23,1,2024-12-19,Active,0
23,1,2025-01-19,Active,0
23,1,2025-02-19,Active,0
23,1,2025-03-19,Active,0
23,1,2025-04-19,Active,0
24,3,2024-08-02,Active,50
25,3,2023-05-13,Active,50
25,3,2023-06-13,Active,50
25,3,2023-07-13,Active,50
25,3,2023-08-13,Active,50
25,3,2023-09-13,Active,50
25,3,2023-10-13,Active,50
25,3,2023-11-13,Active,50
25,3,2023-12-13,Active,50
25,3,2024-01-13,Active,50
25,3,2024-02-13,Active,50
25,3,2024-03-13,Active,50
25,3,2024-04-13,Active,50
25,3,2024-05-13,Active,50
25,3,2024-06-13,Active,50
25,3,2024-07-13,Active,50
25,3,2024-08-13,Active,50
25,3,2024-09-13,Active,50
25,3,2024-10-13,Cancelled,50
26,2,2024-07-01,Active,20
26,2,2024-08-01,Active,20
26,2,2024-09-01,Active,20
26,2,2024-10-01,Active,20
26,2,2024-11-01,Active,20
26,2,2024-12-01,Active,20
26,2,2025-01-01,Active,20
27,2,2023-09-24,Active,20
27,2,2023-10-24,Active,20
27,2,2023-11-24,Active,20
27,2,2023-12-24,Active,20
27,2,2024-01-24,Active,20
27,2,2024-02-24,Active,20
27,2,2024-03-24,Active,20
27,2,2024-04-24,Active,20
27,2,2024-05-24,Active,20
27,2,2024-06-24,Active,20
27,2,2024-07-24,Active,20
27,2,2024-08-24,Active,20
27,2,2024-09-24,Active,20
27,2,2024-10-24,Active,20
27,2,2024-11-24,Active,20
27,2,2024-12-24,Active,20
27,2,2025-01-24,Active,20
27,2,2025-02-24,Active,20
27,2,2025-03-24,Active,20
28,2,2024-10-30,Active,20
28,2,2024-11-30,Active,20
28,2,2024-12-30,Active,20
28,2,2025-01-30,Active,20
28,2,2025-02-28,Active,20
28,2,2025-03-30,Active,20
29,2,2024-09-08,Active,20
29,2,2024-10-08,Active,20
29,2,2024-11-08,Active,20
29,2,2024-12-08,Active,20
29,2,2025-01-08,Active,20
29,2,2025-02-08,Active,20
29,2,2025-03-08,Active,20
29,2,2025-04-08,Active,20
30,3,2024-10-18,Active,50
30,3,2024-11-18,Active,50
30,3,2024-12-18,Active,50
30,3,2025-01-18,Active,50
30,3,2025-02-18,Active,50
30,3,2025-03-18,Active,50
30,3,2025-04-18,Active,50
31,2,2024-06-19,Active,20
31,2,2024-07-19,Active,20
31,2,2024-08-19,Active,20
31,2,2024-09-19,Active,20
31,2,2024-10-19,Active,20
31,2,2024-11-19,Active,20
31,2,2024-12-19,Active,20
31,2,2025-01-19,Active,20
31,2,2025-02-19,Active,20
31,2,2025-03-19,Active,20
31,2,2025-04-19,Active,20
32,4,2024-03-13,Active,100
32,4,2024-04-13,Active,100
32,4,2024-05-13,Active,100
32,4,2024-06-13,Active,100
32,4,2024-07-13,Active,100
32,4,2024-08-13,Active,100
32,4,2024-09-13,Active,100
32,4,2024-10-13,Active,100
33,1,2023-10-11,Active,0
33,1,2023-11-11,Active,0
33,1,2023-12-11,Active,0
33,1,2024-01-11,Active,0
33,1,2024-02-11,Active,0
33,1,2024-03-11,Active,0
33,1,2024-04-11,Active,0
33,1,2024-05-11,Active,0
33,1,2024-06-11,Active,0
33,1,2024-07-11,Active,0
33,1,2024-08-11,Active,0
33,1,2024-09-11,Active,0
33,1,2024-10-11,Active,0
33,1,2024-11-11,Active,0
33,1,2024-12-11,Cancelled,0
34,1,2024-04-05,Active,0
34,1,2024-05-05,Active,0
34,1,2024-06-05,Active,0
34,1,2024-07-05,Active,0
34,1,2024-08-05,Active,0
34,1,2024-09-05,Active,0
34,1,2024-10-05,Active,0
34,1,2024-11-05,Active,0
34,1,2024-12-05,Active,0
34,1,2025-01-05,Active,0
34,1,2025-02-05,Active,0
34,1,2025-03-05,Active,0
34,1,2025-04-05,Active,0
35,2,2024-07-23,Active,20
35,2,2024-08-23,Active,20
35,2,2024-09-23,Active,20
35,2,2024-10-23,Active,20
35,2,2024-11-23,Active,20
35,2,2024-12-23,Active,20
35,2,2025-01-23,Active,20
35,2,2025-02-23,Active,20
35,2,2025-03-23,Active,20
36,1,2023-11-25,Active,0
37,1,2025-01-10,Active,0
37,1,2025-02-10,Active,0
37,1,2025-03-10,Active,0
37,1,2025-04-10,Active,0
38,1,2025-02-26,Active,0
38,1,2025-03-26,Active,0
39,1,2023-04-28,Active,0
39,1,2023-05-28,Active,0
39,1,2023-06-28,Active,0
39,1,2023-07-28,Active,0
39,1,2023-08-28,Active,0
39,1,2023-09-28,Active,0
39,1,2023-10-28,Active,0
39,1,2023-11-28,Active,0
39,1,2023-12-28,Active,0
39,1,2024-01-28,Active,0
39,1,2024-02-28,Active,0
39,1,2024-03-28,Active,0
39,1,2024-04-28,Active,0
39,1,2024-05-28,Active,0
40,1,2024-12-02,Active,0
40,1,2025-01-02,Active,0
40,1,2025-02-02,Active,0
40,1,2025-03-02,Active,0
40,1,2025-04-02,Active,0
41,4,2025-01-07,Active,100
41,4,2025-02-07,Active,100
41,4,2025-03-07,Active,100
41,4,2025-04-07,Active,100
42,1,2023-08-25,Active,0
42,1,2023-09-25,Active,0
42,1,2023-10-25,Active,0
42,1,2023-11-25,Active,0
42,1,2023-12-25,Active,0
43,3,2024-10-16,Active,50
43,3,2024-11-16,Active,50
43,3,2024-12-16,Active,50
43,3,2025-01-16,Active,50
43,3,2025-02-16,Active,50
43,3,2025-03-16,Active,50
43,3,2025-04-16,Active,50
44,3,2024-03-16,Active,50
44,3,2024-04-16,Active,50
44,3,2024-05-16,Active,50
44,3,2024-06-16,Active,50
44,3,2024-07-16,Active,50
44,3,2024-08-16,Active,50
44,3,2024-09-16,Active,50
44,3,2024-10-16,Active,50
44,3,2024-11-16,Active,50
44,3,2024-12-16,Active,50
44,3,2025-01-16,Active,50
45,4,2024-01-12,Active,100
45,4,2024-02-12,Active,100
45,4,2024-03-12,Active,100
45,4,2024-04-12,Active,100
46,1,2023-11-24,Active,0
46,1,2023-12-24,Active,0
46,1,2024-01-24,Active,0
47,3,2023-08-21,Active,50
47,3,2023-09-21,Active,50
47,3,2023-10-21,Active,50
47,3,2023-11-21,Active,50
47,3,2023-12-21,Active,50
47,3,2024-01-21,Active,50
47,3,2024-02-21,Active,50
47,3,2024-03-21,Active,50
47,3,2024-04-21,Active,50
47,3,2024-05-21,Active,50
47,3,2024-06-21,Active,50
47,3,2024-07-21,Active,50
47,3,2024-08-21,Active,50
48,2,2023-10-07,Active,20
48,2,2023-11-07,Active,20
48,2,2023-12-07,Active,20
48,2,2024-01-07,Cancelled,20
49,2,2024-12-06,Active,20
49,2,2025-01-06,Active,20
49,2,2025-02-06,Active,20
49,2,2025-03-06,Active,20
49,2,2025-04-06,Active,20
50,2,2024-01-09,Active,20
50,2,2024-02-09,Active,20
50,2,2024-03-09,Active,20
50,2,2024-04-09,Active,20
50,2,2024-05-09,Active,20
50,2,2024-06-09,Active,20
50,2,2024-07-09,Active,20
50,2,2024-08-09,Active,20
50,2,2024-09-09,Active,20
50,2,2024-10-09,Active,20
50,2,2024-11-09,Active,20
50,2,2024-12-09,Active,20
51,3,2023-07-11,Active,50
51,3,2023-08-11,Active,50
51,3,2023-09-11,Active,50
51,3,2023-10-11,Active,50
51,3,2023-11-11,Active,50
51,3,2023-12-11,Active,50
51,3,2024-01-11,Active,50
51,3,2024-02-11,Active,50
51,3,2024-03-11,Active,50
51,3,2024-04-11,Active,50
51,3,2024-05-11,Active,50
51,3,2024-06-11,Active,50
51,3,2024-07-11,Active,50
51,3,2024-08-11,Active,50
51,3,2024-09-11,Active,50
51,3,2024-10-11,Active,50
51,3,2024-11-11,Active,50
51,3,2024-12-11,Active,50
51,3,2025-01-11,Active,50
51,3,2025-02-11,Active,50
52,1,2023-07-04,Active,0
52,1,2023-08-04,Active,0
52,1,2023-09-04,Active,0
52,1,2023-10-04,Active,0
52,1,2023-11-04,Active,0
52,1,2023-12-04,Active,0
52,1,2024-01-04,Active,0
52,1,2024-02-04,Active,0
52,1,2024-03-04,Cancelled,0
53,3,2024-02-12,Active,50
53,3,2024-03-12,Active,50
54,2,2023-07-07,Active,20
54,2,2023-08-07,Active,20
54,2,2023-09-07,Active,20
54,2,2023-10-07,Active,20
54,2,2023-11-07,Active,20
54,2,2023-12-07,Active,20
54,2,2024-01-07,Active,20
54,2,2024-02-07,Active,20
54,2,2024-03-07,Active,20
54,2,2024-04-07,Active,20
54,2,2024-05-07,Active,20
54,2,2024-06-07,Active,20
54,2,2024-07-07,Active,20
54,2,2024-08-07,Active,20
54,2,2024-09-07,Active,20
54,2,2024-10-07,Active,20
54,2,2024-11-07,Active,20
54,2,2024-12-07,Active,20
54,2,2025-01-07,Active,20
54,2,2025-02-07,Active,20
54,2,2025-03-07,Active,20
54,2,2025-04-07,Active,20
55,3,2024-01-26,Active,50
55,3,2024-02-26,Active,50
55,3,2024-03-26,Active,50
55,3,2024-04-26,Active,50
55,3,2024-05-26,Active,50
55,3,2024-06-26,Active,50
55,3,2024-07-26,Active,50
55,3,2024-08-26,Active,50
55,3,2024-09-26,Active,50
55,3,2024-10-26,Active,50
55,3,2024-11-26,Active,50
55,3,2024-12-26,Active,50
55,3,2025-01-26,Active,50
55,3,2025-02-26,Active,50
55,3,2025-03-26,Active,50
56,4,2025-02-09,Active,100
56,4,2025-03-09,Active,100
56,4,2025-04-09,Active,100
57,1,2024-01-15,Active,0
57,1,2024-02-15,Active,0
57,1,2024-03-15,Active,0
57,1,2024-04-15,Active,0
58,4,2024-08-03,Active,100
58,4,2024-09-03,Active,100
58,4,2024-10-03,Active,100
58,4,2024-11-03,Active,100
58,4,2024-12-03,Active,100
58,4,2025-01-03,Active,100
58,4,2025-02-03,Active,100
58,4,2025-03-03,Active,100
58,4,2025-04-03,Active,100
59,1,2023-11-14,Active,0
59,1,2023-12-14,Active,0
59,1,2024-01-14,Active,0
60,1,2025-01-08,Active,0
60,1,2025-02-08,Active,0
60,1,2025-03-08,Active,0
60,1,2025-04-08,Active,0
61,1,2023-05-26,Active,0
61,1,2023-06-26,Active,0
61,1,2023-07-26,Active,0
61,1,2023-08-26,Active,0
61,1,2023-09-26,Active,0
61,1,2023-10-26,Active,0
61,1,2023-11-26,Active,0
61,1,2023-12-26,Active,0
61,1,2024-01-26,Active,0
61,1,2024-02-26,Active,0
62,1,2024-11-09,Active,0
62,1,2024-12-09,Active,0
62,1,2025-01-09,Active,0
62,1,2025-02-09,Active,0
62,1,2025-03-09,Active,0
62,1,2025-04-09,Active,0
63,2,2024-04-13,Active,20
63,2,2024-05-13,Active,20
63,2,2024-06-13,Active,20
63,2,2024-07-13,Active,20
63,2,2024-08-13,Active,20
63,2,2024-09-13,Active,20
63,2,2024-10-13,Active,20
63,2,2024-11-13,Active,20
63,2,2024-12-13,Active,20
63,2,2025-01-13,Active,20
63,2,2025-02-13,Active,20
63,2,2025-03-13,Active,20
63,2,2025-04-13,Active,20
64,1,2024-06-12,Active,0
64,1,2024-07-12,Active,0
64,1,2024-08-12,Active,0
64,1,2024-09-12,Active,0
64,1,2024-10-12,Active,0
64,1,2024-11-12,Active,0
64,1,2024-12-12,Active,0
64,1,2025-01-12,Active,0
64,1,2025-02-12,Active,0
64,1,2025-03-12,Active,0
64,1,2025-04-12,Active,0
65,1,2023-07-28,Active,0
65,1,2023-08-28,Active,0
65,1,2023-09-28,Active,0
65,1,2023-10-28,Active,0
65,1,2023-11-28,Active,0
65,1,2023-12-28,Active,0
65,1,2024-01-28,Active,0
65,1,2024-02-28,Active,0
65,1,2024-03-28,Active,0
65,1,2024-04-28,Active,0
65,1,2024-05-28,Active,0
65,1,2024-06-28,Active,0
65,1,2024-07-28,Active,0
65,1,2024-08-28,Active,0
65,1,2024-09-28,Active,0
65,1,2024-10-28,Active,0
65,1,2024-11-28,Active,0
65,1,2024-12-28,Active,0
65,1,2025-01-28,Cancelled,0
66,4,2025-04-08,Active,100
67,3,2024-02-11,Active,50
67,3,2024-03-11,Active,50
67,3,2024-04-11,Active,50
67,3,2024-05-11,Active,50
67,3,2024-06-11,Active,50
67,3,2024-07-11,Active,50
67,3,2024-08-11,Active,50
67,3,2024-09-11,Active,50
67,3,2024-10-11,Active,50
67,3,2024-11-11,Active,50
67,3,2024-12-11,Active,50
67,3,2025-01-11,Active,50
67,3,2025-02-11,Active,50
67,3,2025-03-11,Active,50
67,3,2025-04-11,Active,50
68,3,2023-06-23,Active,50
68,3,2023-07-23,Active,50
68,3,2023-08-23,Active,50
69,3,2024-06-24,Active,50
69,3,2024-07-24,Active,50
70,3,2023-12-06,Active,50
70,3,2024-01-06,Active,50
70,3,2024-02-06,Active,50
70,3,2024-03-06,Active,50
70,3,2024-04-06,Active,50
70,3,2024-05-06,Active,50
70,3,2024-06-06,Active,50
70,3,2024-07-06,Active,50
70,3,2024-08-06,Active,50
70,3,2024-09-06,Active,50
70,3,2024-10-06,Active,50
70,3,2024-11-06,Active,50
70,3,2024-12-06,Active,50
70,3,2025-01-06,Active,50
70,3,2025-02-06,Active,50
70,3,2025-03-06,Active,50
70,3,2025-04-06,Active,50
71,1,2025-01-26,Active,0
71,1,2025-02-26,Active,0
71,1,2025-03-26,Active,0
72,1,2024-08-23,Active,0
72,1,2024-09-23,Active,0
72,1,2024-10-23,Active,0
72,1,2024-11-23,Active,0
72,1,2024-12-23,Active,0
72,1,2025-01-23,Active,0
72,1,2025-02-23,Active,0
72,1,2025-03-23,Active,0
72,1,2025-04-23,Active,0
73,3,2024-08-15,Active,50
73,3,2024-09-15,Active,50
73,3,2024-10-15,Cancelled,50
74,1,2025-03-10,Active,0
74,1,2025-04-10,Active,0
75,2,2025-02-20,Active,20
75,2,2025-03-20,Active,20
75,2,2025-04-20,Active,20
76,1,2024-01-28,Active,0
76,1,2024-02-28,Active,0
76,1,2024-03-28,Active,0
76,1,2024-04-28,Active,0
76,1,2024-05-28,Active,0
76,1,2024-06-28,Active,0
76,1,2024-07-28,Active,0
76,1,2024-08-28,Active,0
76,1,2024-09-28,Active,0
76,1,2024-10-28,Active,0
76,1,2024-11-28,Active,0
76,1,2024-12-28,Active,0
76,1,2025-01-28,Active,0
77,1,2024-07-14,Active,0
77,1,2024-08-14,Active,0
77,1,2024-09-14,Active,0
77,1,2024-10-14,Active,0
77,1,2024-11-14,Active,0
77,1,2024-12-14,Active,0
77,1,2025-01-14,Active,0
77,1,2025-02-14,Active,0
77,1,2025-03-14,Active,0
78,2,2023-09-19,Active,20
78,2,2023-10-19,Active,20
78,2,2023-11-19,Active,20
78,2,2023-12-19,Active,20
78,2,2024-01-19,Active,20
78,2,2024-02-19,Active,20
78,2,2024-03-19,Active,20
78,2,2024-04-19,Active,20
78,2,2024-05-19,Active,20
78,2,2024-06-19,Active,20
78,2,2024-07-19,Active,20
78,2,2024-08-19,Active,20
78,2,2024-09-19,Active,20
78,2,2024-10-19,Active,20
78,2,2024-11-19,Active,20
79,2,2024-10-21,Active,20
79,2,2024-11-21,Active,20
79,2,2024-12-21,Active,20
79,2,2025-01-21,Active,20
79,2,2025-02-21,Active,20
79,2,2025-03-21,Active,20
79,2,2025-04-21,Active,20
80,2,2023-06-16,Active,20
80,2,2023-07-16,Active,20
80,2,2023-08-16,Active,20
80,2,2023-09-16,Active,20
80,2,2023-10-16,Active,20
80,2,2023-11-16,Active,20
80,2,2023-12-16,Active,20
80,2,2024-01-16,Active,20
80,2,2024-02-16,Active,20
80,2,2024-03-16,Active,20
80,2,2024-04-16,Active,20
80,2,2024-05-16,Active,20
81,2,2023-05-28,Active,20
81,2,2023-06-28,Active,20
81,2,2023-07-28,Active,20
81,2,2023-08-28,Active,20
81,2,2023-09-28,Active,20
81,2,2023-10-28,Cancelled,20
82,1,2024-09-17,Active,0
82,1,2024-10-17,Active,0
82,1,2024-11-17,Active,0
82,1,2024-12-17,Active,0
82,1,2025-01-17,Active,0
82,1,2025-02-17,Active,0
82,1,2025-03-17,Active,0
82,1,2025-04-17,Active,0
83,1,2023-10-17,Active,0
83,1,2023-11-17,Active,0
83,1,2023-12-17,Active,0
83,1,2024-01-17,Active,0
83,1,2024-02-17,Active,0
83,1,2024-03-17,Active,0
83,1,2024-04-17,Active,0
83,1,2024-05-17,Active,0
83,1,2024-06-17,Active,0
83,1,2024-07-17,Active,0
83,1,2024-08-17,Active,0
83,1,2024-09-17,Active,0
84,3,2024-12-13,Active,50
84,3,2025-01-13,Active,50
84,3,2025-02-13,Active,50
84,3,2025-03-13,Active,50
84,3,2025-04-13,Active,50
85,2,2023-12-03,Active,20
85,2,2024-01-03,Active,20
85,2,2024-02-03,Active,20
85,2,2024-03-03,Active,20
85,2,2024-04-03,Active,20
85,2,2024-05-03,Active,20
85,2,2024-06-03,Active,20
85,2,2024-07-03,Active,20
85,2,2024-08-03,Active,20
85,2,2024-09-03,Active,20
85,2,2024-10-03,Active,20
85,2,2024-11-03,Active,20
85,2,2024-12-03,Active,20
85,2,2025-01-03,Active,20
85,2,2025-02-03,Active,20
85,2,2025-03-03,Active,20
85,2,2025-04-03,Active,20
86,1,2023-06-23,Active,0
86,1,2023-07-23,Active,0
86,1,2023-08-23,Active,0
86,1,2023-09-23,Active,0
86,1,2023-10-23,Active,0
86,1,2023-11-23,Active,0
86,1,2023-12-23,Active,0
86,1,2024-01-23,Active,0
86,1,2024-02-23,Active,0
87,3,2025-02-15,Active,50
87,3,2025-03-15,Active,50
87,3,2025-04-15,Active,50
88,1,2023-10-20,Active,0
88,1,2023-11-20,Active,0
88,1,2023-12-20,Active,0
88,1,2024-01-20,Active,0
88,1,2024-02-20,Active,0
88,1,2024-03-20,Active,0
88,1,2024-04-20,Active,0
88,1,2024-05-20,Active,0
88,1,2024-06-20,Active,0
88,1,2024-07-20,Active,0
88,1,2024-08-20,Active,0
88,1,2024-09-20,Active,0
88,1,2024-10-20,Active,0
88,1,2024-11-20,Active,0
88,1,2024-12-20,Active,0
88,1,2025-01-20,Active,0
88,1,2025-02-20,Active,0
88,1,2025-03-20,Active,0
88,1,2025-04-20,Active,0
89,2,2025-02-24,Active,20
89,2,2025-03-24,Active,20
90,1,2023-07-10,Active,0
90,1,2023-08-10,Active,0
90,1,2023-09-10,Active,0
91,3,2024-02-12,Active,50
91,3,2024-03-12,Active,50
91,3,2024-04-12,Active,50
91,3,2024-05-12,Active,50
91,3,2024-06-12,Active,50
91,3,2024-07-12,Active,50
91,3,2024-08-12,Active,50
91,3,2024-09-12,Active,50
91,3,2024-10-12,Active,50
91,3,2024-11-12,Active,50
91,3,2024-12-12,Active,50
91,3,2025-01-12,Active,50
91,3,2025-02-12,Active,50
91,3,2025-03-12,Active,50
91,3,2025-04-12,Active,50
92,2,2023-11-24,Active,20
92,2,2023-12-24,Active,20
92,2,2024-01-24,Active,20
92,2,2024-02-24,Active,20
92,2,2024-03-24,Active,20
92,2,2024-04-24,Active,20
92,2,2024-05-24,Active,20
92,2,2024-06-24,Active,20
92,2,2024-07-24,Active,20
92,2,2024-08-24,Active,20
92,2,2024-09-24,Active,20
92,2,2024-10-24,Active,20
92,2,2024-11-24,Active,20
92,2,2024-12-24,Active,20
92,2,2025-01-24,Active,20
92,2,2025-02-24,Active,20
92,2,2025-03-24,Active,20
93,1,2024-04-09,Active,0
93,1,2024-05-09,Active,0
93,1,2024-06-09,Active,0
93,1,2024-07-09,Active,0
93,1,2024-08-09,Active,0
93,1,2024-09-09,Active,0
94,3,2024-08-28,Active,50
94,3,2024-09-28,Active,50
94,3,2024-10-28,Active,50
94,3,2024-11-28,Active,50
94,3,2024-12-28,Active,50
94,3,2025-01-28,Active,50
94,3,2025-02-28,Active,50
94,3,2025-03-28,Active,50
95,2,2025-01-29,Active,20
95,2,2025-02-28,Active,20
95,2,2025-03-29,Active,20
96,1,2024-01-31,Active,0
96,1,2024-02-29,Active,0
96,1,2024-03-31,Active,0
96,1,2024-04-30,Active,0
96,1,2024-05-31,Active,0
96,1,2024-06-30,Active,0
96,1,2024-07-31,Active,0
96,1,2024-08-31,Cancelled,0
97,1,2023-08-27,Active,0
97,1,2023-09-27,Active,0
97,1,2023-10-27,Active,0
97,1,2023-11-27,Active,0
97,1,2023-12-27,Active,0
97,1,2024-01-27,Cancelled,0
98,1,2024-02-04,Active,0
98,1,2024-03-04,Active,0
98,1,2024-04-04,Active,0
98,1,2024-05-04,Active,0
98,1,2024-06-04,Active,0
98,1,2024-07-04,Active,0
98,1,2024-08-04,Active,0
98,1,2024-09-04,Active,0
98,1,2024-10-04,Active,0
98,1,2024-11-04,Active,0
98,1,2024-12-04,Active,0
98,1,2025-01-04,Active,0
98,1,2025-02-04,Active,0
98,1,2025-03-04,Active,0
98,1,2025-04-04,Active,0
99,1,2024-01-23,Active,0
99,1,2024-02-23,Active,0
99,1,2024-03-23,Active,0
99,1,2024-04-23,Active,0
99,1,2024-05-23,Active,0
99,1,2024-06-23,Active,0
99,1,2024-07-23,Active,0
99,1,2024-08-23,Active,0
99,1,2024-09-23,Active,0
99,1,2024-10-23,Active,0
99,1,2024-11-23,Active,0
99,1,2024-12-23,Active,0
99,1,2025-01-23,Active,0
100,2,2023-10-02,Active,20
100,2,2023-11-02,Active,20
100,2,2023-12-02,Active,20
100,2,2024-01-02,Active,20
100,2,2024-02-02,Active,20
100,2,2024-03-02,Active,20
100,2,2024-04-02,Active,20
100,2,2024-05-02,Active,20
100,2,2024-06-02,Active,20
101,3,2024-09-24,Active,50
101,3,2024-10-24,Active,50
101,3,2024-11-24,Active,50
101,3,2024-12-24,Active,50
101,3,2025-01-24,Active,50
101,3,2025-02-24,Active,50
101,3,2025-03-24,Active,50
102,2,2023-11-16,Active,20
102,2,2023-12-16,Active,20
102,2,2024-01-16,Active,20
102,2,2024-02-16,Active,20
102,2,2024-03-16,Active,20
102,2,2024-04-16,Active,20
102,2,2024-05-16,Active,20
102,2,2024-06-16,Active,20
102,2,2024-07-16,Active,20
102,2,2024-08-16,Active,20
102,2,2024-09-16,Active,20
102,2,2024-10-16,Active,20
102,2,2024-11-16,Active,20
102,2,2024-12-16,Active,20
102,2,2025-01-16,Active,20
102,2,2025-02-16,Active,20
102,2,2025-03-16,Active,20
102,2,2025-04-16,Active,20
103,1,2024-10-19,Active,0
103,1,2024-11-19,Active,0
103,1,2024-12-19,Active,0
103,1,2025-01-19,Active,0
103,1,2025-02-19,Active,0
103,1,2025-03-19,Active,0
103,1,2025-04-19,Active,0
104,1,2025-04-19,Active,0
105,1,2024-10-04,Active,0
105,1,2024-11-04,Active,0
105,1,2024-12-04,Active,0
105,1,2025-01-04,Active,0
105,1,2025-02-04,Active,0
105,1,2025-03-04,Active,0
105,1,2025-04-04,Active,0
106,2,2024-09-07,Active,20
106,2,2024-10-07,Active,20
106,2,2024-11-07,Active,20
106,2,2024-12-07,Active,20
106,2,2025-01-07,Active,20
106,2,2025-02-07,Active,20
106,2,2025-03-07,Active,20
106,2,2025-04-07,Active,20
107,3,2023-06-17,Active,50
