user_id,payment_date,amount_paid_usd,paid_on_time
47,2024-06-21,50,True
47,2024-07-21,50,True
47,2024-08-21,50,True
48,2023-10-07,20,True
48,2023-11-07,20,True
48,2023-12-07,20,True
48,2024-01-07,20,True
49,2024-12-06,20,True
49,2025-01-06,0,False
49,2025-02-06,20,True
49,2025-03-06,0,False
49,2025-04-06,20,True
50,2024-01-09,20,True
50,2024-02-09,20,True
50,2024-03-09,20,True
50,2024-04-09,20,True
50,2024-05-09,20,True
50,2024-06-09,20,True
50,2024-07-09,20,True
50,2024-08-09,20,True
50,2024-09-09,20,True
50,2024-10-09,20,True
50,2024-11-09,20,True
50,2024-12-09,20,True
51,2023-07-11,50,True
51,2023-08-11,50,True
51,2023-09-11,50,True
51,2023-10-11,50,True
51,2023-11-11,50,True
51,2023-12-11,50,True
51,2024-01-11,50,True
51,2024-02-11,50,True
51,2024-03-11,50,True
51,2024-04-11,50,True
51,2024-05-11,50,True
51,2024-06-11,50,True
51,2024-07-11,50,True
51,2024-08-11,50,True
51,2024-09-11,50,True
51,2024-10-11,50,True
51,2024-11-11,50,True
51,2024-12-11,50,True
51,2025-01-11,50,True
51,2025-02-11,50,True
53,2024-02-12,50,True
53,2024-03-12,50,True
54,2023-07-07,20,True
54,2023-08-07,20,True
54,2023-09-07,20,True
54,2023-10-07,20,True
54,2023-11-07,20,True
54,2023-12-07,20,True
54,2024-01-07,20,True
54,2024-02-07,20,True
54,2024-03-07,20,True
54,2024-04-07,20,True
54,2024-05-07,20,True
54,2024-06-07,20,True
54,2024-07-07,20,True
54,2024-08-07,20,True
54,2024-09-07,20,True
54,2024-10-07,20,True
54,2024-11-07,20,True
54,2024-12-07,20,True
54,2025-01-07,20,True
54,2025-02-07,20,True
54,2025-03-07,20,True
54,2025-04-07,20,True
55,2024-01-26,50,True
55,2024-02-26,50,True
55,2024-03-26,50,True
55,2024-04-26,50,True
55,2024-05-26,50,True
55,2024-06-26,50,True
55,2024-07-26,50,True
55,2024-08-26,50,True
55,2024-09-26,50,True
55,2024-10-26,50,True
55,2024-11-26,50,True
55,2024-12-26,50,True
55,2025-01-26,50,True
55,2025-02-26,50,True
55,2025-03-26,50,True
56,2025-02-09,100,True
56,2025-03-09,100,True
56,2025-04-09,100,True
58,2024-08-03,100,True
58,2024-09-03,100,True
58,2024-10-03,100,True
58,2024-11-03,100,True
58,2024-12-03,100,True
58,2025-01-03,100,True
58,2025-02-03,100,True
58,2025-03-03,100,True
58,2025-04-03,100,True
63,2024-04-13,20,True
63,2024-05-13,20,True
63,2024-06-13,20,True
63,2024-07-13,20,True
63,2024-08-13,20,True
63,2024-09-13,0,False
63,2024-10-13,20,True
63,2024-11-13,20,True
63,2024-12-13,20,True
63,2025-01-13,20,True
63,2025-02-13,20,True
63,2025-03-13,20,True
63,2025-04-13,20,True
66,2025-04-08,100,True
67,2024-02-11,50,True
67,2024-03-11,50,True
67,2024-04-11,50,True
67,2024-05-11,50,True
67,2024-06-11,50,True
67,2024-07-11,50,True
67,2024-08-11,50,True
67,2024-09-11,50,True
67,2024-10-11,50,True
67,2024-11-11,50,True
67,2024-12-11,50,True
67,2025-01-11,50,True
67,2025-02-11,50,True
67,2025-03-11,50,True
67,2025-04-11,50,True
68,2023-06-23,50,True
68,2023-07-23,50,True
68,2023-08-23,50,True
69,2024-06-24,50,True
69,2024-07-24,50,True
70,2023-12-06,50,True
70,2024-01-06,50,True
70,2024-02-06,50,True
70,2024-03-06,50,True
70,2024-04-06,50,True
70,2024-05-06,50,True
70,2024-06-06,50,True
70,2024-07-06,50,True
70,2024-08-06,50,True
70,2024-09-06,50,True
70,2024-10-06,50,True
70,2024-11-06,50,True
70,2024-12-06,50,True
70,2025-01-06,50,True
70,2025-02-06,50,True
70,2025-03-06,50,True
70,2025-04-06,50,True
73,2024-08-15,50,True
73,2024-09-15,50,True
73,2024-10-15,50,True
75,2025-02-20,20,True
75,2025-03-20,20,True
75,2025-04-20,0,False
78,2023-09-19,20,True
78,2023-10-19,20,True
78,2023-11-19,20,True
78,2023-12-19,20,True
78,2024-01-19,20,True
78,2024-02-19,20,True
78,2024-03-19,20,True
78,2024-04-19,20,True
78,2024-05-19,20,True
78,2024-06-19,20,True
78,2024-07-19,20,True
78,2024-08-19,20,True
78,2024-09-19,20,True
78,2024-10-19,20,True
78,2024-11-19,20,True
79,2024-10-21,20,True
79,2024-11-21,0,False
79,2024-12-21,20,True
79,2025-01-21,20,True
79,2025-02-21,20,True
79,2025-03-21,20,True
79,2025-04-21,20,True
80,2023-06-16,20,True
80,2023-07-16,20,True
80,2023-08-16,20,True
80,2023-09-16,20,True
80,2023-10-16,20,True
80,2023-11-16,20,True
80,2023-12-16,20,True
80,2024-01-16,20,True
80,2024-02-16,20,True
80,2024-03-16,20,True
80,2024-04-16,20,True
80,2024-05-16,20,True
81,2023-05-28,20,True
81,2023-06-28,20,True
81,2023-07-28,20,True
81,2023-08-28,20,True
81,2023-09-28,20,True
81,2023-10-28,20,True
84,2024-12-13,50,True
84,2025-01-13,50,True
84,2025-02-13,50,True
84,2025-03-13,50,True
84,2025-04-13,50,True
85,2023-12-03,20,True
85,2024-01-03,20,True
85,2024-02-03,20,True
85,2024-03-03,20,True
85,2024-04-03,20,True
85,2024-05-03,20,True
85,2024-06-03,20,True
85,2024-07-03,20,True
85,2024-08-03,20,True
85,2024-09-03,20,True
85,2024-10-03,20,True
85,2024-11-03,20,True
85,2024-12-03,20,True
85,2025-01-03,20,True
85,2025-02-03,20,True
85,2025-03-03,20,True
85,2025-04-03,0,False
87,2025-02-15,50,True
87,2025-03-15,50,True
87,2025-04-15,50,True
89,2025-02-24,20,True
89,2025-03-24,20,True
91,2024-02-12,50,True
91,2024-03-12,50,True
91,2024-04-12,50,True
91,2024-05-12,50,True
91,2024-06-12,50,True
91,2024-07-12,50,True
91,2024-08-12,50,True
91,2024-09-12,50,True
91,2024-10-12,50,True
91,2024-11-12,50,True
91,2024-12-12,50,True
91,2025-01-12,50,True
91,2025-02-12,50,True
91,2025-03-12,50,True
91,2025-04-12,50,True
92,2023-11-24,20,True
92,2023-12-24,20,True
92,2024-01-24,20,True
92,2024-02-24,20,True
92,2024-03-24,20,True
92,2024-04-24,20,True
92,2024-05-24,20,True
92,2024-06-24,20,True
92,2024-07-24,20,True
92,2024-08-24,20,True
92,2024-09-24,20,True
92,2024-10-24,20,True
92,2024-11-24,20,True
92,2024-12-24,20,True
92,2025-01-24,20,True
92,2025-02-24,20,True
92,2025-03-24,20,True
94,2024-08-28,50,True
94,2024-09-28,50,True
94,2024-10-28,50,True
94,2024-11-28,50,True
94,2024-12-28,50,True
94,2025-01-28,50,True
94,2025-02-28,50,True
94,2025-03-28,50,True
95,2025-01-29,20,True
95,2025-02-28,20,True
95,2025-03-29,20,True
100,2023-10-02,20,True
100,2023-11-02,20,True
100,2023-12-02,20,True
100,2024-01-02,20,True
100,2024-02-02,20,True
100,2024-03-02,20,True
100,2024-04-02,20,True
100,2024-05-02,20,True
100,2024-06-02,20,True
101,2024-09-24,50,True
101,2024-10-24,50,True
101,2024-11-24,50,True
101,2024-12-24,50,True
101,2025-01-24,50,True
101,2025-02-24,50,True
101,2025-03-24,50,True
102,2023-11-16,20,True
102,2023-12-16,20,True
102,2024-01-16,20,True
102,2024-02-16,20,True
102,2024-03-16,20,True
102,2024-04-16,20,True
102,2024-05-16,20,True
102,2024-06-16,20,True
102,2024-07-16,20,True
102,2024-08-16,20,True
102,2024-09-16,20,True
102,2024-10-16,20,True
102,2024-11-16,20,True
102,2024-12-16,20,True
102,2025-01-16,20,True
102,2025-02-16,20,True
102,2025-03-16,20,True
102,2025-04-16,20,True
106,2024-09-07,20,True
106,2024-10-07,20,True
106,2024-11-07,20,True
106,2024-12-07,20,True
106,2025-01-07,20,True
106,2025-02-07,20,True
106,2025-03-07,0,False
106,2025-04-07,20,True
107,2023-06-17,50,True
107,2023-07-17,50,True
109,2024-08-28,50,True
109,2024-09-28,50,True
110,2023-09-02,50,True
110,2023-10-02,50,True
110,2023-11-02,50,True
110,2023-12-02,50,True
110,2024-01-02,50,True
110,2024-02-02,50,True
110,2024-03-02,50,True
110,2024-04-02,50,True
110,2024-05-02,50,True
110,2024-06-02,50,True
110,2024-07-02,50,True
111,2024-06-10,0,False
111,2024-07-10,20,True
111,2024-08-10,20,True
111,2024-09-10,20,True
111,2024-10-10,20,True
111,2024-11-10,20,True
111,2024-12-10,20,True
111,2025-01-10,20,True
111,2025-02-10,20,True
111,2025-03-10,20,True
111,2025-04-10,0,False
112,2024-11-09,50,True
112,2024-12-09,50,True
112,2025-01-09,50,True
112,2025-02-09,50,True
112,2025-03-09,50,True
112,2025-04-09,50,True
113,2023-10-30,20,True
113,2023-11-30,20,True
113,2023-12-30,20,True
114,2023-08-27,20,True
114,2023-09-27,20,True
114,2023-10-27,20,True
114,2023-11-27,20,True
114,2023-12-27,20,True
114,2024-01-27,20,True
114,2024-02-27,20,True
115,2024-04-16,20,True
115,2024-05-16,20,True
115,2024-06-16,20,True
115,2024-07-16,20,True
115,2024-08-16,20,True
115,2024-09-16,20,True
115,2024-10-16,20,True
115,2024-11-16,20,True
115,2024-12-16,20,True
115,2025-01-16,20,True
115,2025-02-16,0,False
115,2025-03-16,20,True
115,2025-04-16,20,True
116,2024-02-11,20,True
116,2024-03-11,20,True
116,2024-04-11,20,True
116,2024-05-11,20,True
116,2024-06-11,20,True
116,2024-07-11,20,True
116,2024-08-11,20,True
116,2024-09-11,20,True
116,2024-10-11,20,True
116,2024-11-11,20,True
116,2024-12-11,20,True
116,2025-01-11,20,True
116,2025-02-11,20,True
116,2025-03-11,20,True
116,2025-04-11,20,True
120,2024-10-08,20,True
120,2024-11-08,20,True
120,2024-12-08,20,True
120,2025-01-08,20,True
120,2025-02-08,0,False
120,2025-03-08,20,True
120,2025-04-08,20,True
122,2023-10-10,100,True
122,2023-11-10,100,True
122,2023-12-10,100,True
122,2024-01-10,100,True
122,2024-02-10,100,True
122,2024-03-10,100,True
122,2024-04-10,100,True
122,2024-05-10,100,True
122,2024-06-10,100,True
122,2024-07-10,100,True
122,2024-08-10,100,True
122,2024-09-10,100,True
122,2024-10-10,100,True
122,2024-11-10,100,True
122,2024-12-10,100,True
122,2025-01-10,100,True
122,2025-02-10,100,True
122,2025-03-10,100,True
122,2025-04-10,100,True
123,2024-10-05,50,True
123,2024-11-05,50,True
123,2024-12-05,50,True
123,2025-01-05,50,True
123,2025-02-05,50,True
123,2025-03-05,50,True
123,2025-04-05,50,True
124,2023-12-30,0,False
124,2024-01-30,20,True
124,2024-02-29,20,True
124,2024-03-30,0,False
124,2024-04-30,20,True
126,2024-12-09,50,True
126,2025-01-09,50,True
126,2025-02-09,50,True
126,2025-03-09,50,True
126,2025-04-09,50,True
127,2024-12-15,50,True
127,2025-01-15,50,True
127,2025-02-15,50,True
127,2025-03-15,50,True
127,2025-04-15,50,True
128,2023-06-05,50,True
128,2023-07-05,50,True
128,2023-08-05,50,True
128,2023-09-05,50,True
128,2023-10-05,50,True
128,2023-11-05,50,True
128,2023-12-05,50,True
128,2024-01-05,50,True
128,2024-02-05,50,True
128,2024-03-05,50,True
128,2024-04-05,50,True
128,2024-05-05,50,True
128,2024-06-05,50,True
128,2024-07-05,50,True
128,2024-08-05,50,True
128,2024-09-05,50,True
128,2024-10-05,50,True
128,2024-11-05,50,True
128,2024-12-05,50,True
128,2025-01-05,50,True
128,2025-02-05,50,True
128,2025-03-05,50,True
128,2025-04-05,50,True
130,2025-01-20,20,True
130,2025-02-20,20,True
130,2025-03-20,20,True
130,2025-04-20,20,True
133,2023-12-24,50,True
133,2024-01-24,50,True
133,2024-02-24,50,True
133,2024-03-24,0,False
133,2024-04-24,50,True
133,2024-05-24,50,True
133,2024-06-24,50,True
133,2024-07-24,50,True
133,2024-08-24,50,True
133,2024-09-24,50,True
133,2024-10-24,0,False
133,2024-11-24,50,True
133,2024-12-24,50,True
133,2025-01-24,50,True
133,2025-02-24,50,True
133,2025-03-24,50,True
134,2024-02-28,50,True
134,2024-03-28,50,True
134,2024-04-28,50,True
134,2024-05-28,50,True
134,2024-06-28,50,True
134,2024-07-28,50,True
134,2024-08-28,50,True
134,2024-09-28,50,True
134,2024-10-28,50,True
134,2024-11-28,50,True
134,2024-12-28,50,True
134,2025-01-28,50,True
134,2025-02-28,50,True
134,2025-03-28,50,True
135,2023-11-16,20,True
135,2023-12-16,0,False
135,2024-01-16,20,True
135,2024-02-16,20,True
135,2024-03-16,20,True
135,2024-04-16,20,True
135,2024-05-16,20,True
135,2024-06-16,20,True
135,2024-07-16,20,True
135,2024-08-16,20,True
135,2024-09-16,20,True
135,2024-10-16,20,True
135,2024-11-16,20,True
135,2024-12-16,20,True
135,2025-01-16,20,True
135,2025-02-16,20,True
135,2025-03-16,20,True
135,2025-04-16,20,True
136,2023-06-13,50,True
136,2023-07-13,0,False
136,2023-08-13,50,True
136,2023-09-13,50,True
136,2023-10-13,50,True
136,2023-11-13,50,True
136,2023-12-13,50,True
136,2024-01-13,50,True
136,2024-02-13,50,True
136,2024-03-13,50,True
136,2024-04-13,50,True
136,2024-05-13,50,True
136,2024-06-13,50,True
137,2023-10-03,0,False
137,2023-11-03,20,True
137,2023-12-03,20,True
137,2024-01-03,20,True
137,2024-02-03,20,True
137,2024-03-03,20,True
137,2024-04-03,0,False
137,2024-05-03,20,True
137,2024-06-03,20,True
137,2024-07-03,20,True
137,2024-08-03,20,True
137,2024-09-03,20,True
138,2025-04-01,20,True
140,2025-03-03,100,True
140,2025-04-03,0,False
142,2023-12-23,100,True
142,2024-01-23,100,True
142,2024-02-23,0,False
143,2023-10-05,50,True
143,2023-11-05,50,True
145,2024-05-14,20,True
145,2024-06-14,20,True
145,2024-07-14,20,True
145,2024-08-14,20,True
145,2024-09-14,20,True
146,2024-02-24,50,True
146,2024-03-24,50,True
146,2024-04-24,50,True
146,2024-05-24,50,True
146,2024-06-24,50,True
146,2024-07-24,50,True
146,2024-08-24,50,True
146,2024-09-24,50,True
146,2024-10-24,50,True
146,2024-11-24,50,True
146,2024-12-24,50,True
146,2025-01-24,50,True
146,2025-02-24,50,True
146,2025-03-24,50,True
147,2025-03-10,0,False
147,2025-04-10,20,True
148,2025-04-02,100,True
149,2024-09-03,100,True
149,2024-10-03,100,True
149,2024-11-03,100,True
149,2024-12-03,100,True
149,2025-01-03,100,True
149,2025-02-03,100,True
149,2025-03-03,100,True
149,2025-04-03,100,True
150,2024-04-13,20,True
150,2024-05-13,20,True
150,2024-06-13,20,True
150,2024-07-13,20,True
150,2024-08-13,20,True
150,2024-09-13,20,True
150,2024-10-13,20,True
150,2024-11-13,20,True
150,2024-12-13,20,True
150,2025-01-13,20,True
150,2025-02-13,20,True
150,2025-03-13,20,True
150,2025-04-13,20,True
152,2023-11-14,100,True
152,2023-12-14,100,True
152,2024-01-14,100,True
152,2024-02-14,100,True
152,2024-03-14,100,True
152,2024-04-14,100,True
152,2024-05-14,100,True
152,2024-06-14,100,True
152,2024-07-14,100,True
152,2024-08-14,100,True
152,2024-09-14,100,True
152,2024-10-14,100,True
152,2024-11-14,100,True
153,2023-08-09,20,True
153,2023-09-09,20,True
153,2023-10-09,20,True
153,2023-11-09,20,True
153,2023-12-09,20,True
153,2024-01-09,20,True
153,2024-02-09,20,True
153,2024-03-09,20,True
153,2024-04-09,20,True
153,2024-05-09,20,True
153,2024-06-09,20,True
153,2024-07-09,20,True
153,2024-08-09,20,True
156,2024-07-02,20,True
156,2024-08-02,20,True
156,2024-09-02,0,False
156,2024-10-02,20,True
156,2024-11-02,20,True
156,2024-12-02,20,True
156,2025-01-02,20,True
156,2025-02-02,20,True
156,2025-03-02,20,True
156,2025-04-02,0,False
157,2024-06-14,100,True
157,2024-07-14,100,True
157,2024-08-14,100,True
157,2024-09-14,100,True
157,2024-10-14,100,True
157,2024-11-14,100,True
157,2024-12-14,100,True
157,2025-01-14,100,True
157,2025-02-14,100,True
158,2023-11-13,50,True
158,2023-12-13,50,True
158,2024-01-13,50,True
158,2024-02-13,50,True
158,2024-03-13,50,True
158,2024-04-13,50,True
158,2024-05-13,50,True
158,2024-06-13,50,True
158,2024-07-13,50,True
158,2024-08-13,50,True
158,2024-09-13,50,True
158,2024-10-13,50,True
158,2024-11-13,50,True
158,2024-12-13,50,True
158,2025-01-13,50,True
158,2025-02-13,50,True
158,2025-03-13,50,True
158,2025-04-13,50,True
159,2024-11-23,20,True
162,2025-03-20,50,True
162,2025-04-20,50,True
166,2023-10-10,20,True
166,2023-11-10,20,True
166,2023-12-10,20,True
166,2024-01-10,20,True
166,2024-02-10,20,True
166,2024-03-10,20,True
166,2024-04-10,20,True
166,2024-05-10,20,True
166,2024-06-10,20,True
166,2024-07-10,20,True
166,2024-08-10,20,True
166,2024-09-10,20,True
166,2024-10-10,20,True
166,2024-11-10,20,True
166,2024-12-10,20,True
166,2025-01-10,20,True
166,2025-02-10,20,True
166,2025-03-10,20,True
166,2025-04-10,20,True
167,2023-08-08,100,True
167,2023-09-08,100,True
167,2023-10-08,100,True
167,2023-11-08,100,True
167,2023-12-08,0,False
167,2024-01-08,100,True
167,2024-02-08,100,True
167,2024-03-08,100,True
167,2024-04-08,100,True
167,2024-05-08,100,True
167,2024-06-08,100,True
169,2024-05-10,20,True
169,2024-06-10,20,True
169,2024-07-10,0,False
169,2024-08-10,20,True
169,2024-09-10,20,True
169,2024-10-10,20,True
169,2024-11-10,20,True
169,2024-12-10,20,True
169,2025-01-10,20,True
169,2025-02-10,20,True
170,2023-07-02,20,True
170,2023-08-02,20,True
170,2023-09-02,20,True
170,2023-10-02,20,True
170,2023-11-02,20,True
170,2023-12-02,20,True
170,2024-01-02,20,True
170,2024-02-02,0,False
170,2024-03-02,20,True
170,2024-04-02,20,True
170,2024-05-02,20,True
170,2024-06-02,20,True
170,2024-07-02,20,True
170,2024-08-02,20,True
171,2024-11-30,100,True
171,2024-12-30,100,True
171,2025-01-30,100,True
171,2025-02-28,100,True
171,2025-03-30,100,True
173,2025-02-19,20,True
175,2023-08-19,50,True
175,2023-09-19,50,True
175,2023-10-19,50,True
175,2023-11-19,50,True
175,2023-12-19,50,True
175,2024-01-19,50,True
175,2024-02-19,50,True
175,2024-03-19,50,True
175,2024-04-19,0,False
175,2024-05-19,50,True
175,2024-06-19,0,False
175,2024-07-19,50,True
175,2024-08-19,0,False
175,2024-09-19,50,True
175,2024-10-19,50,True
175,2024-11-19,50,True
175,2024-12-19,50,True
175,2025-01-19,50,True
175,2025-02-19,50,True
175,2025-03-19,50,True
175,2025-04-19,50,True
176,2024-08-22,20,True
176,2024-09-22,20,True
176,2024-10-22,20,True
176,2024-11-22,20,True
176,2024-12-22,20,True
176,2025-01-22,20,True
176,2025-02-22,20,True
176,2025-03-22,20,True
176,2025-04-22,0,False
178,2024-12-28,20,True
178,2025-01-28,20,True
178,2025-02-28,20,True
178,2025-03-28,20,True
179,2024-10-02,50,True
179,2024-11-02,50,True
179,2024-12-02,50,True
179,2025-01-02,50,True
179,2025-02-02,50,True
179,2025-03-02,50,True
179,2025-04-02,50,True
181,2024-07-29,50,True
181,2024-08-29,50,True
181,2024-09-29,50,True
181,2024-10-29,0,False
181,2024-11-29,50,True
181,2024-12-29,50,True
181,2025-01-29,50,True
181,2025-02-28,50,True
181,2025-03-29,50,True
183,2024-02-15,20,True
183,2024-03-15,20,True
183,2024-04-15,20,True
183,2024-05-15,20,True
183,2024-06-15,0,False
183,2024-07-15,20,True
183,2024-08-15,20,True
183,2024-09-15,20,True
183,2024-10-15,20,True
183,2024-11-15,20,True
183,2024-12-15,20,True
183,2025-01-15,20,True
183,2025-02-15,20,True
183,2025-03-15,20,True
183,2025-04-15,20,True
184,2024-02-13,20,True
184,2024-03-13,20,True
184,2024-04-13,20,True
184,2024-05-13,20,True
184,2024-06-13,20,True
184,2024-07-13,20,True
184,2024-08-13,20,True
184,2024-09-13,20,True
184,2024-10-13,20,True
184,2024-11-13,20,True
184,2024-12-13,20,True
184,2025-01-13,20,True
184,2025-02-13,20,True
184,2025-03-13,20,True
184,2025-04-13,20,True
185,2024-07-28,50,True
185,2024-08-28,50,True
185,2024-09-28,50,True
185,2024-10-28,50,True
185,2024-11-28,50,True
185,2024-12-28,50,True
185,2025-01-28,50,True
185,2025-02-28,50,True
185,2025-03-28,50,True
187,2024-06-06,50,True
187,2024-07-06,50,True
187,2024-08-06,50,True
187,2024-09-06,50,True
187,2024-10-06,50,True
188,2023-11-04,50,True
188,2023-12-04,50,True
188,2024-01-04,50,True
188,2024-02-04,50,True
188,2024-03-04,50,True
188,2024-04-04,50,True
188,2024-05-04,50,True
188,2024-06-04,50,True
188,2024-07-04,50,True
188,2024-08-04,50,True
188,2024-09-04,50,True
188,2024-10-04,50,True
189,2024-06-25,20,True
189,2024-07-25,20,True
189,2024-08-25,20,True
189,2024-09-25,20,True
189,2024-10-25,20,True
189,2024-11-25,20,True
190,2025-02-19,50,True
190,2025-03-19,50,True
190,2025-04-19,50,True
191,2023-05-01,50,True
191,2023-06-01,50,True
191,2023-07-01,50,True
191,2023-08-01,50,True
191,2023-09-01,50,True
191,2023-10-01,50,True
191,2023-11-01,50,True
191,2023-12-01,50,True
191,2024-01-01,50,True
191,2024-02-01,50,True
191,2024-03-01,50,True
191,2024-04-01,50,True
191,2024-05-01,50,True
191,2024-06-01,50,True
191,2024-07-01,50,True
191,2024-08-01,50,True
191,2024-09-01,50,True
194,2023-07-20,100,True
194,2023-08-20,100,True
194,2023-09-20,100,True
